File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
AC-Oracle/200923-1254-337.lg, Incorrect,5,1,4,0,4,0.29898780333562935,6,30,0,2,2,5,0,0,5,5,0,2,2,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-339.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-33.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-340.lg, Correct,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-343.lg, Incorrect,7,1,6,0,6,0.1262425886722793,16,240,0,3,3,15,0,0,11,11,0,8,8,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-344.lg, Incorrect,5,1,4,0,4,0.1323931281777504,13,156,0,2,2,12,0,0,9,9,0,6,6,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-346.lg, Correct,0,0,0,0,0,0.0,2,2,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-347.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-34.lg, Correct,0,0,0,0,0,0.0,2,2,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-352.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-353.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-354.lg, Incorrect,7,1,6,0,6,0.25988455690265905,8,56,0,3,3,7,0,0,5,5,0,2,2,3,0,0,0,0,0,1,1,0
